run_id,item_id,batch_label,condition,difficulty,mode,question,a,b,c,d,correct_key,decision,source_alignment,distractor_quality,stem_clarity,difficulty_match,schema_ok,schema_violations,reviewer_schema_ok,reviewer_schema_violations,gen_text_clean,human_edited,seed_doc_path,correct_key_normalized,claude_present,claude_decision,claude_source_alignment,claude_distractor_quality,claude_stem_clarity,claude_difficulty_match_raw,claude_difficulty_match_pass,claude_reviewer_decision,claude_agrees_with_reviewer,claude_flag_ambiguity,claude_chunks_support_question,claude_correct_answer_verifiable,claude_distractors_clearly_wrong,claude_reviewer_source_call_accurate,claude_notes,codex_present,codex_decision,codex_source_alignment,codex_distractor_quality,codex_stem_clarity,codex_difficulty_match_raw,codex_difficulty_match_pass,codex_reviewer_decision,codex_agrees_with_reviewer,codex_flag_ambiguity,codex_chunks_support_question,codex_correct_answer_verifiable,codex_distractors_clearly_wrong,codex_reviewer_source_call_accurate,codex_notes,reviewed_by_any_lane,reviewed_lane_count,reviewed_lanes,dual_review_complete,lane_decision_disagreement,any_ambiguity_flagged
20260330_003121Z_local_local,item_19,local-local,local/local,easy,rag,What is the primary benefit of converting branches into storefronts according to Union Carbide's Packaged Gas Business?,Centralizing inventory and distribution while decentralizing customer-facing sales and service,Reducing the number of employees needed at each location,Increasing the variety of products offered in each store,Eliminating all five steps in their supply chain process,A,ACCEPT,5,4,5,True,True,,True,,"question: What is the primary benefit of converting branches into storefronts according to Union Carbide's Packaged Gas Business?

a) Centralizing inventory and distribution while decentralizing customer-facing sales and service

b) Reducing the number of employees needed at each location

c) Increasing the variety of products offered in each store

d) Eliminating all five steps in their supply chain process

correct_key: A
difficulty: easy",False,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,A,True,ACCEPT,5,3,5,4,True,ACCEPT,True,False,True,True,True,True,"Chunk 0 explicitly states the storefront concept centralizes inventory/distribution while decentralizing customer-facing functions, directly grounding answer A. The distractors are not supported by the chunks but are plausible enough for an easy item.",True,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,Well supported by the storefront example and appropriately scoped for an easy item.,True,2,"claude,codex",True,False,False
20260330_003121Z_local_local,item_2,local-local,local/local,easy,rag,What does the bullwhip effect illustrate about demand variability in a supply chain?,Demand is more stable at each stage moving from retailers to producers.,Small changes in consumer demand can lead to large fluctuations in production plans.,The bullwhip effect only occurs when there are significant disruptions in the supply chain.,Lead times have no impact on order variability.,B,ACCEPT,5,4,5,True,True,,True,,"question: What does the bullwhip effect illustrate about demand variability in a supply chain?

a) Demand is more stable at each stage moving from retailers to producers.
b) Small changes in consumer demand can lead to large fluctuations in production plans.
c) The bullwhip effect only occurs when there are significant disruptions in the supply chain.
d) Lead times have no impact on order variability.

correct_key: B

difficulty: easy",False,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Supply Chain Management.pdf,B,True,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,"Chunks directly state that small consumer demand changes amplify into large upstream fluctuations, perfectly grounding answer B. All three distractors are clearly contradicted by the chunks.",True,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,Clean easy-definition item. The chunks directly support the keyed answer and the distractors are false in straightforward ways without creating a second plausible correct choice.,True,2,"claude,codex",True,False,False
20260330_003121Z_local_local,item_20,local-local,local/local,easy,rag,,The Zero Inventory Ordering (ZIO) policy states that an order is placed in period t only if the inventory at the end of the previous period is zero.,"For the capacitated DELS model, the ZICO policy holds and any optimal policy satisfies I_{t-1} · y_t = 0 for all t = 1, …, T.",The uncapacitated DELS problem can be reformulated as a shortest path problem on a network with T+2 nodes representing periods 1 through T+1.,An important implication of the ZIO policy is that each order placed in the optimal solution covers exactly the demands of several consecutive periods.,A,REVISE,3,2,4,False,True,,True,,"question:
a) The Zero Inventory Ordering (ZIO) policy states that an order is placed in period t only if the inventory at the end of the previous period is zero.
b) For the capacitated DELS model, the ZICO policy holds and any optimal policy satisfies I_{t-1} · y_t = 0 for all t = 1, …, T.
c) The uncapacitated DELS problem can be reformulated as a shortest path problem on a network with T+2 nodes representing periods 1 through T+1.
d) An important implication of the ZIO policy is that each order placed in the optimal solution covers exactly the demands of several consecutive periods.

correct_key: A
difficulty: easy",False,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,A,True,REJECT,3,3,1,3,False,REVISE,False,True,True,True,False,False,"Question stem is None; declarative option statements about the DELS/ZIO model with no guiding question. Answer A correctly states the ZIO policy per the chunk, but without a stem the item cannot function as an MCQ.",True,REVISE,5,2,1,3,False,REVISE,True,True,True,True,False,True,"The keyed option is supported, but the item is missing a stem and at least one other option is also true in isolation. Revise into a single clear ask.",True,2,"claude,codex",True,True,True
20260330_003121Z_local_local,item_21,local-local,local/local,easy,rag,What is a primary reason for the inefficiency in conventional organizational structures?,Excessive communication between departments,Overemphasis on individual departmental goals at the expense of overall efficiency,Lack of technology to streamline operations,Insufficient management layers,B,REVISE,3,2,4,False,True,,True,,"question: What is a primary reason for the inefficiency in conventional organizational structures?

a) Excessive communication between departments  
b) Overemphasis on individual departmental goals at the expense of overall efficiency
c) Lack of technology to streamline operations
d) Insufficient management layers

correct_key: B

difficulty: easy",False,C:\Users\kadek\source\repos\domainRag\example1\chapter-16.pptx,B,True,REVISE,4,3,4,4,True,REVISE,True,False,True,True,True,True,"Chunk discusses how conventional hierarchical structures prioritize departmental objectives over overall efficiency, supporting answer B. The stem is clear but options A and C are not easily eliminated by someone with only partial knowledge, and the item is labeled easy despite requiring specific recall of the org-structure critique.",True,ACCEPT,5,3,5,4,True,REVISE,False,False,True,True,True,False,The passage directly supports sub-optimization from departmental silos. This is easy but valid and does not require revision to function as a basic concept check.,True,2,"claude,codex",True,True,False
20260330_003121Z_local_local,item_22,local-local,local/local,easy,rag,,"In the classic newsboy problem, if the cost of ordering too much inventory is equal to the cost of ordering too little, what would be the optimal order quantity?","If the profit function R(y, p) = −cy + pE[min(y, D)] captures the trade-off between procurement cost and expected revenue from sales, which variable represents the procurement cost?","In the SnowTime Sporting Goods example, if the marginal profit from selling one additional unit is $45, what would be the marginal cost of a unit that goes unsold?","If the optimal order quantity in a single-period stochastic model is not necessarily equal to average forecast demand, which factor determines the optimal production quantity?",B|C|D|B,REVISE,5,4,3,True,True,,True,,"question:
a) In the classic newsboy problem, if the cost of ordering too much inventory is equal to the cost of ordering too little, what would be the optimal order quantity?
b) If the profit function R(y, p) = −cy + pE[min(y, D)] captures the trade-off between procurement cost and expected revenue from sales, which variable represents the procurement cost?
c) In the SnowTime Sporting Goods example, if the marginal profit from selling one additional unit is $45, what would be the marginal cost of a unit that goes unsold?
d) If the optimal order quantity in a single-period stochastic model is not necessarily equal to average forecast demand, which factor determines the optimal production quantity?

correct_key: B|C|D|B
difficulty: easy",False,C:\Users\kadek\source\repos\domainRag\example1\Newsboy Model with Pricing.pdf,MULTI,True,REJECT,2,2,1,2,False,REVISE,False,True,True,False,False,False,Question stem is None with multi-part correct key — a structurally broken generation output that is unrepairable without complete rewrite.,True,REJECT,2,1,1,2,False,REVISE,False,True,False,False,False,False,This row is malformed in the same way as the earlier multi-question failures. Missing stem plus multi-answer key makes it unsuitable for revision-only cleanup.,True,2,"claude,codex",True,False,True
20260330_003121Z_local_local,item_23,local-local,local/local,easy,rag,Which of the following is a strategic challenge faced by firms in managing their supply chains?,Achieving perfect synchronization between production and demand,Balancing global product volumes with regional market presence,Ensuring that all employees are satisfied with their work conditions,Maintaining constant oil prices for long-term planning,B,REVISE,3,4,5,False,True,,True,,"question:
Which of the following is a strategic challenge faced by firms in managing their supply chains?

a) Achieving perfect synchronization between production and demand

b) Balancing global product volumes with regional market presence

c) Ensuring that all employees are satisfied with their work conditions

d) Maintaining constant oil prices for long-term planning

correct_key: B
difficulty: easy",False,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,B,True,REVISE,3,2,4,4,True,REVISE,True,False,True,False,False,True,"The chunks discuss global supply chain complexity at a high level but do not explicitly mention 'balancing global product volumes with regional market presence' as a specific challenge. Option D (constant oil prices) is a trivially dismissible distractor, and the correct answer requires inference rather than direct lookup.",True,ACCEPT,5,4,5,3,False,REVISE,False,False,True,True,True,False,"The keyed answer is directly supported by the globalization chunk. The item is simple, but difficulty mismatch alone is not enough to reject or revise it.",True,2,"claude,codex",True,True,False
20260330_003121Z_local_local,item_24,local-local,local/local,easy,rag,The EOQ model assumes no shortages. Which of the following best describes how this assumption impacts the total cost function?,The total cost is minimized when there are no shortages.,"Shortages increase the average cost per unit time, but do not affect the optimal order quantity.",Shortages decrease the average cost per unit time by reducing inventory holding costs.,Shortages increase both the average cost per unit time and the optimal order quantity.,A|B,REVISE,3,2,4,False,True,,True,,"question:
The EOQ model assumes no shortages. Which of the following best describes how this assumption impacts the total cost function?

a) The total cost is minimized when there are no shortages.
b) Shortages increase the average cost per unit time, but do not affect the optimal order quantity.
c) Shortages decrease the average cost per unit time by reducing inventory holding costs.
d) Shortages increase both the average cost per unit time and the optimal order quantity.

correct_key: A|B
difficulty: easy",False,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,MULTI,True,REJECT,3,3,3,3,False,REVISE,False,True,True,False,False,False,"The correct_key A|B indicates two correct answers, which is a generation error — a single-answer MCQ cannot have two correct keys. The question also has a subtle logical issue: the 'no shortages' assumption in EOQ means shortages are excluded from the model, so statements about their effect on cost are ambiguous and not directly verifiable from the chunks.",True,REJECT,2,1,3,3,False,REVISE,False,True,False,False,False,False,"The answer key itself is invalid because it lists multiple correct options, and the stem asks for an implication the context does not cleanly establish. Reject.",True,2,"claude,codex",True,False,True
20260330_003121Z_local_local,item_25,local-local,local/local,easy,rag,What does applying focus in supply chain strategy reduce?,Complexity,Operational tasks,Fixed costs,Variable costs,A,REVISE,5,3,4,True,True,,True,,"question: What does applying focus in supply chain strategy reduce?

a) Complexity  
b) Operational tasks  
c) Fixed costs  
d) Variable costs  

correct_key: A

difficulty: easy",False,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,A,True,REVISE,4,3,4,4,True,REVISE,True,False,True,True,True,True,"Chunk references supply chain focus reducing complexity, grounding answer A. However, the stem is very sparse and the other options (operational tasks, fixed costs, variable costs) could all plausibly be things focus reduces, making the distractors somewhat ambiguous without stronger chunk grounding.",True,ACCEPT,5,3,5,5,True,REVISE,False,False,True,True,True,False,"Straightforward and well supported. The distractors are weaker than ideal, but the question still functions adequately as an easy item.",True,2,"claude,codex",True,True,False
20260330_003121Z_local_local,item_26,local-local,local/local,easy,rag,What does the Economic Production Quantity (EPQ) model assume about production and consumption rates?,The production rate P equals the consumption rate D.,The production rate P is greater than the consumption rate D.,The production rate P is less than the consumption rate D.,There are no assumptions made about the relationship between P and D.,B,ACCEPT,5,4,5,True,True,,True,,"question: What does the Economic Production Quantity (EPQ) model assume about production and consumption rates?

a) The production rate P equals the consumption rate D.
b) The production rate P is greater than the consumption rate D.
c) The production rate P is less than the consumption rate D.
d) There are no assumptions made about the relationship between P and D.

correct_key: B
difficulty: easy",False,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,B,True,REVISE,3,3,4,4,True,ACCEPT,False,False,False,False,True,False,"The retrieved chunks cover EOQ with backorders and EOQ sensitivity but do not explicitly discuss the Economic Production Quantity (EPQ) model's assumption that P > D. The correct answer B is standard knowledge but not directly verifiable from the provided chunk content, reducing source alignment.",True,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,Direct EPQ assumption item. Source support is explicit.,True,2,"claude,codex",True,True,False
20260330_003121Z_local_local,item_27,local-local,local/local,easy,rag,"In the capacitated DELS model, what is a capacity-constrained production sequence?",A sequence where each period produces either zero or at full capacity.,"A sequence where at most one period has a production level strictly between zero and its capacity (0 < y_k < C_k), while all other periods produce either zero or at full capacity.",A sequence that minimizes the total cost objective without considering inventory balance constraints.,A sequence that maximizes the production quantity in each period.,B,ACCEPT,5,4,5,True,True,,True,,"question: In the capacitated DELS model, what is a capacity-constrained production sequence?

a) A sequence where each period produces either zero or at full capacity.
b) A sequence where at most one period has a production level strictly between zero and its capacity (0 < y_k < C_k), while all other periods produce either zero or at full capacity.
c) A sequence that minimizes the total cost objective without considering inventory balance constraints.
d) A sequence that maximizes the production quantity in each period.

correct_key: B
difficulty: easy",False,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,B,True,REVISE,5,4,4,2,False,ACCEPT,False,False,True,True,True,True,"The chunk explicitly defines a capacity-constrained production sequence exactly as stated in answer B. However, this is a highly technical DELS concept that is inappropriate for 'easy' difficulty — it requires understanding of the capacitated production model, making the difficulty label a significant mismatch.",True,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,Definition of a capacity-constrained production sequence is quoted almost verbatim in the source.,True,2,"claude,codex",True,True,False
20260330_003121Z_local_local,item_28,local-local,local/local,easy,rag,What does the research suggest about the impact of supply chain disruptions on U.S. agricultural sector's financial performance?,Supply chain disruptions significantly harmed the financial performance.,The financial performance was unaffected despite severe supply chain pressures.,Only food processing and retail sectors were negatively impacted.,Agricultural chemicals saw a decline in equity prices.,B,REVISE,5,3,4,True,True,,True,,"question: What does the research suggest about the impact of supply chain disruptions on U.S. agricultural sector's financial performance?

a) Supply chain disruptions significantly harmed the financial performance.
b) The financial performance was unaffected despite severe supply chain pressures.
c) Only food processing and retail sectors were negatively impacted.
d) Agricultural chemicals saw a decline in equity prices.

correct_key: B

difficulty: easy",False,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,B,True,REVISE,4,4,4,4,True,REVISE,True,True,True,True,True,True,Chunk states 'no statistically significant negative effects' while answer B says 'unaffected' — a slight overstatement that introduces ambiguity for a knowledgeable reader. The agricultural sector chunk supports the general direction of B but the precise wording diverges from the research finding.,True,ACCEPT,5,3,5,5,True,REVISE,False,False,True,True,True,False,"The agricultural-finance finding is directly supported. The item is a bit wordy, but still acceptable as written.",True,2,"claude,codex",True,True,True
